"site","year","survey_area"
"kxd2y018z3qa",1976,80
"13oq1g7i2809",1976,158
"8q6j1cxgmmhv",1976,75
"h8393etpu2et",1976,400
"13sknyi2o1g1",1976,30
"puybv7t4brp2",1976,80
"9nk8f9un3hpa",1976,750
"4bz1t8ph45p1",1976,15
"av8rx9322vkp",1976,75
"3321s6t0t6h7",1976,165
"2kxpq81rx392",1976,228
"c79g5122qz6d",1976,279
"cgc1199214of",1976,380
"cnrojdj6a297",1976,400
"594py9vi042b",1976,40
"0r061va225jz",1976,22
"4gi06j31l64x",1976,400
"g6ex25efroem",1976,45
"lz2v28398yma",1976,800
"94obt64qk449",1976,80
"am434obdn776",1976,25
"6262bo8j6v54",1976,245
"w104i20wq078",1976,79
"lcf2i1a467h1",1976,21
"f11eg10069q5",1976,30
"7k24i0i02aj9",1976,41
"laxq764ifh5x",1976,135
"4qbv94adg57y",1976,580
"8p2e31d5ti99",1976,119
"01u6jbked65h",1976,25
"4q28o97qx290",1976,68
"f3zj9wb4p22e",1976,40
"20p2w5kv6o62",1976,74
"a8l1wx0qgm31",1976,320
"jtmy17c8p418",1976,300
"o50y4d2292qr",1976,60
"vsgeciujoe8x",1976,650
"5jy2rup4z439",1976,20
"94q86g6446gx",1976,299
"36piy3i72j81",1976,250
"v6v63jo2z0ud",1976,75
"8k9891awc72j",1976,600
"0ds0lht2250l",1976,619
"2g332yg5700d",1976,75
"04uos6mzb0r2",1976,45
"cfeylly1z62s",1976,144
"a7uahoct9h43",1976,350
"7ba3eqnn2v3a",1976,115
"0n85e3d7k7w9",1976,255
"5d44kynnj0fw",1976,7
"oeb782tr5994",1976,127
"2918q0y784p9",1976,154
"h8c5w8bdb5me",1976,62
"71n40t4338uy",1976,4250
"35a947ny23om",1976,57
"me72dsz3yas3",1976,2344
"l36y8o36xjnc",1976,3450
"z02s32k3vavm",1976,840
"30gsv6z1k661",1976,22500
"7z1l28oxuj8z",1976,7780
"ziw8v413k6e0",1976,17
"ll0s4tlgy5su",1976,1500
"1039kcyyo8c9",1976,4092
"575n3opv96w5",1976,320
"2xvi5111t0w2",1976,8930
"867i1a4yc4m2",1976,1920
"zsyfeyxcpy3x",1976,2700
"c8un2o4f0mr4",1976,13340
"m8ymj8821v82",1976,4840
"5aa3ak095m90",1976,66
"vg64dj2cyb1d",1976,1910
"51lv747zly3t",1976,3420
"5tv313927b55",1976,3370
"34dkc32t2q0e",1976,2500
"4eso4x6f89q9",1976,17350
"1127ox8ju84t",1976,540
"8v6ycdlbr4ku",1976,194
"7u0iz8wy3gss",1976,4460
"8yxm7s17wxkk",1976,2020
"ixjr1z081k8v",1976,1500
"n34ot047ep69",1976,10
"q3y260fxdjzz",1976,7383
"w619qt4k33oo",1976,5276
"3yz30y70h5pg",1976,9420
"06v0789lb2zy",1976,7274
"b76o314da81e",1976,1684
"v0863o230272",1976,3842
"bv32j106e132",1976,2760
"ve8cnx28e99c",1976,2895
"54v1i67x13ce",1976,1275
"4vnl38lwrzy7",1976,1237
"4i0wn3v539cb",1976,610
"8ua83gx55005",1976,895
"xf421u476j87",1976,1800
"fm7797i3ugfr",1976,1900
"15ur2949hpuc",1976,3822
"f04ycvd2n0an",1976,945
"2aa51to25700",1976,10000
"52ful2qqv3kx",1976,4975.25
"ikxq10dhr67m",1976,1442
"o6j1n23p5p48",1976,642
"s2s15zqtwrqm",1976,60
"73d8o701mgs2",1976,14540
"x9ga4kn0a3s6",1976,3220
"wnpb51toxs9g",1976,287
"3889glg81t5x",1976,543
"xe49rl7596a6",1976,222
"asqcbonw3z44",1976,175
"0xedxp7l677i",1976,424
"i56l39f71b7h",1976,327
"48det8im56mc",1976,291
"8k3u86m4m9c1",1976,3110
"m131y1qve71n",1976,4399
"w6m73b21osk7",1976,400
"lt5x10awa313",1976,1370
"7874kp20371y",1976,617
"7s6y9vo12y08",1976,337
"pqxok33tl0da",1976,2344
"c1un7n81k1gf",1976,3082
"95784l678bx5",1976,10000
"i86cj07b52jj",1976,653
"4vs8x9dg3a93",1976,11720
"e8g242102837",1976,3213
"xg4f980xypcr",1976,2488
"1b0v07387p6c",1976,568
"8wa8yt9sphdo",1976,628
"oixvsmz11357",1976,259
"3wrphca2793v",1976,2640
"wv5f4py2z507",1976,562
"35l45reua3h6",1977,1321
"u5aqq75407q1",1977,1180
"3vo02p9y9ffo",1977,1908
"j102tfx4c9mo",1977,1883
"r648fq8q089n",1977,3105
"ca91g2y2wwk6",1977,2639
"53qv184358za",1977,5168
"5kc5x457o117",1977,4170
"wc6we80j6544",1977,1143
"8es4645kr4gr",1977,420
"em60bf5343m5",1977,1204
"zls7397e8m8o",1977,880
"16r4i43f662z",1977,217
"3339g0472107",1977,192
"2z5klzwk3k99",1977,782.333333333333
"18dppfz2i120",1977,806
"u68u42np4465",1977,82
"zcw4g21o36f9",1977,2290
"xgub5puczime",1977,600
"0537rny37gz6",1977,5500
"0556un4m3g49",1977,17600
"22g8th7d50e8",1977,4000
"51706ev253of",1977,756
"i2b9y2drxhm5",1977,426
"09g38vp0z2qb",1977,2330
"qkm6n7u8o41h",1977,3678
"xj1r97odyg26",1977,374
"k9g932455y2g",1977,364
"41vh67u8385s",1977,748
"d5760qivd98z",1977,882
"8l160r6404m7",1977,884
"m50240h34uvz",1977,5260
"1ze1418x81ei",1977,1250
"fhl9016ob03f",1977,1985
"3kxbnr33m7sc",1977,6006
"g984yu1j5zx5",1977,1433
"vib7m5kh8y3x",1977,1425
"1dfcb7sbt3t0",1977,850
"d90nxj74e72n",1977,676
"8115pqw0ogge",1977,9242
"57k7tjh3vl6x",1977,1815
"4676n6ba3qxm",1977,633
"z8z1qpk0qk36",1977,2425
"f725d6f62pzr",1977,5792
"ttts416x5ioc",1977,1029
"0821465515t8",1977,1587
"d3yx7bog6pa8",1977,11415
"3u3w2f883m45",1977,7275
"31ns772n9co7",1977,4219
"0b3701448318",1977,445
"0l7fisr39q0b",1977,5051
"jumbw071d31e",1977,2515
"16zb00uelhio",1977,4228
"nl1gn396xl3b",1977,2290
"fl4q7a7y1651",1977,1457
"31132j36z358",1977,2669
"q0cnnphn8ucw",1977,883
"1352q8810qw5",1977,16186
"891r763nq7xp",1977,3962
"666622o5g4yx",1977,14539
"ch33895eoc06",1977,1025
"t1gy3dr85r9m",1977,135
"1056xr4o5vx4",1977,200
"ji7dh8f166ew",1977,389
"6spks962dfbc",1977,88
"494hcl8rbg10",1977,12102.8461538462
"r4216y035uqn",1977,126
"tbe46625pq0l",1977,389
"84uhn1sw2459",1977,536
"q6i3opp2o0lg",1977,2229
"86nl4u660a0g",1977,600
"2l53f826lw93",1977,1300
"3466337108kw",1977,1024
"nhn4k20y8685",1977,213
"cy2t2p5ku5y3",1977,1000
"k2hob96or1xd",1977,340
"c92t434xce75",1977,950
"ope75n9qdgc0",1977,515
"257u2d7rkgt5",1977,1056
"x29o9m2f2jyu",1977,945
"7o02i4n7ehs7",1977,1338
"0s6r3am624v9",1977,1698
"z11p6l4n3q9i",1977,3500
"kuh8jv25pfh9",1977,4
"eu8g36ce07i8",1977,380
"jbw5x9xst5hc",1977,10745.8846153846
"fn6gvj72t3gv",1977,5572.21052631579
"agux16va6dj8",1977,6600
"735q974wj596",1977,62414
"203agjd708lm",1977,122444
"06kzly31jl86",1977,72532
"002l61113umj",1977,10800
"v9156643jmx6",1977,32006
"k6q242khr662",1977,30000
"6i919d5k2161",1977,68453
"o7vs3zv54fzx",1977,36000
"68514eb7xn6j",1977,32000
"j6kembyydz37",1977,141048
"o5u20f5o638b",1977,8000
"l25exhu5j9i7",1977,1200
"09680u023648",1977,2042
"v3ogx04043ac",1977,1332
"98x22lv066yg",1977,4339
"hzdh918cprfw",1977,2365
"4h63685kc676",1977,10485
"b2huj5q5t28g",1977,3475
"zia82cw5bt7w",1977,2337
"x6j4wy8t8wz9",1977,1510
"6p6vc267o414",1977,5000
"4t71ww4n7586",1977,1682
"s6wmj58ce90f",1977,161
"i852if25lrtj",1977,9320
"5129ei1960x0",1977,609
"hdn85b70kf54",1977,2083
"3q01nrz9822t",1977,473
"6cpvx44vhjp0",1977,2020
"1r99jy3bf6o2",1977,378
"m51l48808xe6",1977,1061
"wxfp73368jiy",1977,4967
"5so61rjzasn2",1977,509
"8kiy959ayfa8",1977,189
"606pev106w96",1977,290
"cdgr703l7mzw",1977,195
"x1w2518zrr85",1977,3478
"jg4xu2yj7fb1",1977,2035
"08f58395bhkj",1977,347
"ilio248tl8v3",1977,4840
"50w8a528op5f",1977,1370
"m8zf4xk6095m",1977,1123
"9216mrg2orhd",1977,330
"9dn36ky54w8k",1977,1342
"b0986hc4vyy0",1977,1292
"8d50vfn08hi0",1977,130
"m98hr8mmn2p3",1977,430
"76iy0v2rg8i8",1977,2200
"5ryc6k02kkg6",1977,118
"tst584cfwi14",1977,239
"47k779797v3p",1977,283
"00zcgv6jrcky",1977,3962.27027027027
"3422k4623g46",1977,1082
"6zj9591uj3nz",1977,871
"7t50qpx10e9r",1977,145
"e6e13fq529cr",1977,8260
"1159650094c4",1977,349
"7q9yysibwb36",1977,242
"1h654omg67r3",1977,461
"wzp930i54o8h",1977,300
"a59y7028phh1",1977,2169
"03yd0j2b7130",1977,130
"29bw7237el28",1977,3054
"08mjw6fx2qqi",1977,591
"93u9od2a9syk",1977,2600
"9fbl7x679697",1977,6700
"27xww2xh0yzp",1977,6999.57142857143
"ji4hk9m4hj2d",1977,150
"j5s7l5c3743m",1977,3500
"f1x4ukdmwo7h",1977,4212
"u55ah941v1z9",1977,6994
"94740528agpu",1977,4800
"ayz065u7wo83",1977,4212
"2e0ma211p8l4",1977,1130
"08nrxyuxh3c4",1977,6031
"lksyha5v2s0o",1977,3160
"2449l04zeqli",1977,2000
"t16x09x9ol5k",1977,8000
"2u479a744o5w",1977,372
"0az2r176azy5",1977,1643
"6s0019l1h0r0",1977,1180
"1rm798tfkum2",1977,43623
"1a9rcpr6u7rr",1977,100
"isc1b9fy0945",1977,4616
"4mk7j74td073",1977,12475
"an1eo75f3ld9",1977,43
"s13td774qip8",1977,1802
"bwbku0n34v40",1977,1789
"3ny7zy5kain7",1977,10145.2941176471
"b8zl5x4j9oq1",1977,47820.9411764706
"y84xnagk0rsb",1977,596
"usbxis950lek",1977,6348
"ba529w1ib4od",1977,2088
"73g7hn60hr2j",1977,3780
"z113e030098b",1977,750
"s7355652kox4",1977,1065
"8v511c0fj94l",1977,2425
"00566d88v1pc",1977,1083
"0dsk5526gxt6",1977,2000
"3fn5z2e5ls8g",1977,42
"ogbmv834hxyj",1977,5050
"om99m3vpsn60",1977,2197
"jbjqx1aqhipe",1977,310
"80iaejc3l928",1977,1477
"e19h205f1216",1977,105
"37784u8v714e",1977,201.0625
"01509xj6j0rb",1977,33990.4814814815
"rvlv60619p7t",1977,300
"w5rxij47u420",1977,40445
"t4i772j119ku",1977,3120
"r963gzn54da1",1977,1088
"752ybm10b46r",1977,150
"k8ko3467cl48",1977,31000
"7363z2929085",1977,128858
"bdf7a0408t4y",1977,78643
"1al4hc4485nx",1977,118097.84375
"a4ucsp402h19",1977,145802.935483871
"xo6fde3ef843",1977,116189.548387097
"pe025fi0wm13",1977,138400
"74ii83d63xz0",1977,118996
"d110w042hexu",1977,100
"567a9e1mb3zt",1977,2596
"57z710a490q2",1977,2113
"44d1qumfjkcy",1977,635.04347826087
"7mpiwx2iaa95",1977,91.8571428571429
"5pfq04t202r1",1977,422
"9fw2c32g32f0",1977,212
"xekycd8f4684",1977,5726
"bn02kvf55h04",1977,3800
"9vq589y3e7g2",1977,21869
"8x1z1t77473z",1977,191
"87995i9l448a",1977,4759
"y8i9fx7sr7nd",1977,150
"057jule1x010",1977,2223
"5xqe6hr66a9z",1977,15400
"q4ko6885wymh",1977,400
"z67f038c4104",1977,2753
"d8wu9nlf8z85",1977,8268
"54p3f2618vow",1977,80350.4
"61nxt86l6311",1977,17936.3
"239113mmx3qm",1977,3768.54545454545
"3tk0xp04bkgt",1977,6984
"axaq0z3pr99b",1977,2200
"46s31l89089m",1977,3975
"iw22201zicd2",1977,347
"8s22anrd4n1e",1977,3520
"0u3q6ihvq724",1977,956
"58uz6x9y297j",1977,909
"7s98f306170z",1977,946
"ij88a5vpejj9",1977,1311.4375
"w38fy716ih92",1977,850
"9vgos6bk6007",1977,510
"xg08q3539c0l",1977,10000
"e1m98s54qf66",1977,44
"8tfe0kuun41a",1977,1117
"31o5qgpvqhfh",1977,5037.25
"bb4879r85066",1977,200
"obpjy64z8281",1977,3366
"c81m5r5fc549",1977,3420.77777777778
"1o50u139ri6c",1977,306
"9k721o19rw56",1977,250
"xx191m74913n",1977,16158.5769230769
"8766675it91c",1977,17668.375
"14419cj0p40j",1977,1800
"k8i20047s76f",1977,2200
"59i3866a2857",1977,3300
"7hiy409me306",1977,24985
"26hc4ur390i6",1977,1633
"75n75x7c06ft",1977,3500
"4d4cpmxoa8h0",1977,1840
"1jib72tqs6hh",1977,1884
"lx3r0699ax6o",1977,4570
"v91cez42p84p",1977,10864
"op6g2h3tl4m4",1977,2409
"395416c88uh3",1977,5098
"p8v4m7hdiy50",1977,4591
"58sl1a45d9gl",1977,2180
"mm878prvv001",1977,4167
"w2t63412qw72",1977,963
"vnkbaqog493w",1977,2340
"20134den6aws",1977,6052
"338gr1d991sp",1977,300
"8gs60480429k",1977,4740
"m6y1oe51x2a6",1977,3010.4
"8dl60ulcgxk6",1977,62058
"c7kiy01d1130",1977,3628
"k1r62427156w",1977,241
"l9ya7mqm6ol4",1977,5860
"09t5i0i81l16",1977,2000
"yd63yx817g5g",1977,2855
"xp6wk1d3800m",1977,1715
"0qaf4s1398xu",1977,497.777777777778
"khyeb99o5987",1977,5600
"3yi5edstc9o9",1977,518
"yv47a8c51834",1977,1600
"nxbseaw04sex",1977,94857
"6mf978v2eaa5",1977,6954
"42u9324r20z2",1977,75
"29nl6z8jy7c7",1977,9504
"6h1osqpfd4gr",1977,15284
"d654ga0yr66t",1977,240024
"3o0w40vc9785",1977,11000
"3r26cl9s49g7",1977,51269
"agetn23vqa1r",1977,12630.6666666667
"5272z5h51op4",1977,25500
"2413jo2i3c70",1977,1232.05555555556
"18vmlu8an4j7",1977,5232
"f947fc989b73",1977,12326
"9z52f5v1p09p",1977,10000
"ccx8qr689jna",1977,2316
"8j09p5y1zim6",1977,548
"y93hs16a168r",1977,140
"2r8z6vkfq469",1977,1802
"qcuqsfzii1i7",1977,375
"7d1q1uck4y59",1977,1010
"z6o19la7m862",1977,986
"7m12qniutsl7",1977,7000
"gj7pe7o0nfgj",1977,11062
"i2zp1lo4dy2g",1977,3708
"22eeh71v5qo4",1977,6641
"bx6vlqgnaf7g",1977,2100
"83z2jw5i5n63",1977,2075
"o08mkhpw8257",1977,3240
"z58l54v677pg",1977,10000
"06936av50vn9",1977,3815
"7a9bx8i15b2a",1977,800
"b2z20xstozf4",1977,1104
"whrk8elgy260",1977,3809.55555555555
"ji17dbb3l256",1977,195
"710ykuiq306y",1977,185
"w4hb3969ih7d",1977,14928
"2595vl1kdl8d",1977,6700
"x724h75f6sq1",1977,3816
"j8k16gm2mub9",1977,3605
"b7mxe94hl04k",1977,9770
"h8qbxm49agtq",1977,14500
"jqfkyi8qw795",1977,7027
"e6h983v53052",1977,21347
"8z36bf06m30k",1977,12492
"tih2963drg25",1977,21282
"n226556c3g5f",1977,762
"74q1lv8wssy8",1977,2957
"19k7yuy4ux2d",1977,79.1052631578947
"z82ts4v4fva7",1977,71
"em50ct9qzu3p",1977,230
"0pen8h7q2000",1977,120
"195u77b9lw7t",1977,30
"pq413k5f026o",1977,126
"82b10a5i4rz9",1977,220
"27490fpfs1d8",1977,120
"87hn2s9n26fx",1977,965
"z6ywz82gee7h",1977,939
"5lv91k7h1ot5",1977,297
"29i8t7b2iw9a",1977,45
"72uzn6b5445j",1977,120
"16e5t67tm979",1977,190
"pm49qcxf5u72",1977,722
"u0bi42j669ki",1977,300
"0gd3kz8n8871",1977,15436.6666666667
"kxd2y018z3qa",1977,80
"13oq1g7i2809",1977,158
"8q6j1cxgmmhv",1977,75
"h8393etpu2et",1977,400
"13sknyi2o1g1",1977,30
"puybv7t4brp2",1977,80
"9nk8f9un3hpa",1977,750
"4bz1t8ph45p1",1977,15
"av8rx9322vkp",1977,75
"3321s6t0t6h7",1977,165
"2kxpq81rx392",1977,228
"c79g5122qz6d",1977,279
"cgc1199214of",1977,380
"cnrojdj6a297",1977,400
"594py9vi042b",1977,40
"0r061va225jz",1977,22
"4gi06j31l64x",1977,400
"g6ex25efroem",1977,45
"lz2v28398yma",1977,800
"94obt64qk449",1977,80
"am434obdn776",1977,25
"6262bo8j6v54",1977,245
"w104i20wq078",1977,79
"lcf2i1a467h1",1977,21
"f11eg10069q5",1977,30
"7k24i0i02aj9",1977,41
"laxq764ifh5x",1977,135
"4qbv94adg57y",1977,580
"8p2e31d5ti99",1977,119
"01u6jbked65h",1977,25
"4q28o97qx290",1977,68
"f3zj9wb4p22e",1977,40
"20p2w5kv6o62",1977,74
"a8l1wx0qgm31",1977,320
"jtmy17c8p418",1977,300
"o50y4d2292qr",1977,60
"vsgeciujoe8x",1977,650
"5jy2rup4z439",1977,20
"94q86g6446gx",1977,299
"36piy3i72j81",1977,250
"v6v63jo2z0ud",1977,75
"8k9891awc72j",1977,600
"0ds0lht2250l",1977,619
"2g332yg5700d",1977,75
"04uos6mzb0r2",1977,45
"cfeylly1z62s",1977,144
"a7uahoct9h43",1977,350
"7ba3eqnn2v3a",1977,115
"0n85e3d7k7w9",1977,255
"5d44kynnj0fw",1977,7
"oeb782tr5994",1977,127
"2918q0y784p9",1977,154
"h8c5w8bdb5me",1977,62
"71n40t4338uy",1977,4250
"35a947ny23om",1977,57
"me72dsz3yas3",1977,2344
"l36y8o36xjnc",1977,3450
"z02s32k3vavm",1977,840
"30gsv6z1k661",1977,22500
"7z1l28oxuj8z",1977,7780
"ziw8v413k6e0",1977,17
"ll0s4tlgy5su",1977,1500
"1039kcyyo8c9",1977,4092
"575n3opv96w5",1977,320
"2xvi5111t0w2",1977,8930
"867i1a4yc4m2",1977,1920
"zsyfeyxcpy3x",1977,2700
"c8un2o4f0mr4",1977,13340
"m8ymj8821v82",1977,4840
"5aa3ak095m90",1977,66
"vg64dj2cyb1d",1977,1910
"51lv747zly3t",1977,3420
"5tv313927b55",1977,3370
"34dkc32t2q0e",1977,2500
"4eso4x6f89q9",1977,17350
"1127ox8ju84t",1977,540
"8v6ycdlbr4ku",1977,194
"7u0iz8wy3gss",1977,4460
"8yxm7s17wxkk",1977,2020
"ixjr1z081k8v",1977,1500
"n34ot047ep69",1977,10
"q3y260fxdjzz",1977,7383
"w619qt4k33oo",1977,5276
"3yz30y70h5pg",1977,9420
"06v0789lb2zy",1977,7274
"b76o314da81e",1977,1684
"v0863o230272",1977,3842
"bv32j106e132",1977,2760
"ve8cnx28e99c",1977,2895
"54v1i67x13ce",1977,1275
"4vnl38lwrzy7",1977,1237
"4i0wn3v539cb",1977,610
"8ua83gx55005",1977,895
"xf421u476j87",1977,1800
"fm7797i3ugfr",1977,1915.35294117647
"15ur2949hpuc",1977,3822
"f04ycvd2n0an",1977,945
"2aa51to25700",1977,10000
"52ful2qqv3kx",1977,4986.5
"ikxq10dhr67m",1977,1442
"o6j1n23p5p48",1977,642
"s2s15zqtwrqm",1977,60
"73d8o701mgs2",1977,14540
"x9ga4kn0a3s6",1977,3220
"wnpb51toxs9g",1977,287
"3889glg81t5x",1977,543
"xe49rl7596a6",1977,222
"asqcbonw3z44",1977,175
"0xedxp7l677i",1977,424
"i56l39f71b7h",1977,327
"48det8im56mc",1977,291
"8k3u86m4m9c1",1977,3110
"m131y1qve71n",1977,4399
"w6m73b21osk7",1977,400
"lt5x10awa313",1977,1400
"7874kp20371y",1977,617
"7s6y9vo12y08",1977,337
"pqxok33tl0da",1977,2344
"c1un7n81k1gf",1977,3082
"95784l678bx5",1977,10000
"i86cj07b52jj",1977,653
"4vs8x9dg3a93",1977,11720
"e8g242102837",1977,3213
"xg4f980xypcr",1977,2488
"1b0v07387p6c",1977,568
"8wa8yt9sphdo",1977,628
"oixvsmz11357",1977,259
"3wrphca2793v",1977,2640
"wv5f4py2z507",1977,562
"35l45reua3h6",1978,1321
"u5aqq75407q1",1978,1180
"3vo02p9y9ffo",1978,1908
"j102tfx4c9mo",1978,1883
"r648fq8q089n",1978,3470
"ca91g2y2wwk6",1978,2639
"53qv184358za",1978,5296
"5kc5x457o117",1978,4170
"wc6we80j6544",1978,1143
"8es4645kr4gr",1978,420
"em60bf5343m5",1978,1204
"zls7397e8m8o",1978,880
"16r4i43f662z",1978,217
"3339g0472107",1978,192
"2z5klzwk3k99",1978,856.444444444444
"18dppfz2i120",1978,806
"u68u42np4465",1978,82
"zcw4g21o36f9",1978,2290
"xgub5puczime",1978,600
"0537rny37gz6",1978,5500
"0556un4m3g49",1978,17600
"22g8th7d50e8",1978,4000
"51706ev253of",1978,756
"i2b9y2drxhm5",1978,426
"09g38vp0z2qb",1978,2330
"qkm6n7u8o41h",1978,3678
"xj1r97odyg26",1978,374
"k9g932455y2g",1978,364
"41vh67u8385s",1978,748
"d5760qivd98z",1978,882
"8l160r6404m7",1978,884
"m50240h34uvz",1978,5260
"1ze1418x81ei",1978,1250
"fhl9016ob03f",1978,1985
"3kxbnr33m7sc",1978,6006
"g984yu1j5zx5",1978,1433
"vib7m5kh8y3x",1978,1425
"1dfcb7sbt3t0",1978,850
"d90nxj74e72n",1978,676
"8115pqw0ogge",1978,9242
"57k7tjh3vl6x",1978,1815
"4676n6ba3qxm",1978,633
"z8z1qpk0qk36",1978,2425
"f725d6f62pzr",1978,5792
"ttts416x5ioc",1978,1029
"0821465515t8",1978,1587
"d3yx7bog6pa8",1978,11415
"3u3w2f883m45",1978,7275
"31ns772n9co7",1978,4219
"0b3701448318",1978,445
"0l7fisr39q0b",1978,5051
"jumbw071d31e",1978,2515
"16zb00uelhio",1978,4228
"nl1gn396xl3b",1978,2290
"fl4q7a7y1651",1978,1457
"31132j36z358",1978,2669
"q0cnnphn8ucw",1978,883
"1352q8810qw5",1978,16186
"891r763nq7xp",1978,3962
"666622o5g4yx",1978,14539
"ch33895eoc06",1978,1025
"t1gy3dr85r9m",1978,135
"1056xr4o5vx4",1978,200
"ji7dh8f166ew",1978,389
"6spks962dfbc",1978,88
"494hcl8rbg10",1978,12705.6923076923
"r4216y035uqn",1978,126
"tbe46625pq0l",1978,389
"84uhn1sw2459",1978,536
"q6i3opp2o0lg",1978,2229
"86nl4u660a0g",1978,600
"2l53f826lw93",1978,1300
"3466337108kw",1978,1024
"nhn4k20y8685",1978,213
"cy2t2p5ku5y3",1978,1000
"k2hob96or1xd",1978,340
"c92t434xce75",1978,950
"ope75n9qdgc0",1978,515
"257u2d7rkgt5",1978,1056
"x29o9m2f2jyu",1978,945
"7o02i4n7ehs7",1978,1338
"0s6r3am624v9",1978,1698
"z11p6l4n3q9i",1978,3500
"kuh8jv25pfh9",1978,4
"eu8g36ce07i8",1978,380
"jbw5x9xst5hc",1978,11941.7692307692
"fn6gvj72t3gv",1978,6144.42105263158
"agux16va6dj8",1978,6550
"735q974wj596",1978,62414
"203agjd708lm",1978,122444
"06kzly31jl86",1978,72532
"002l61113umj",1978,10800
"v9156643jmx6",1978,32006
"k6q242khr662",1978,30000
"6i919d5k2161",1978,68453
"o7vs3zv54fzx",1978,36000
"68514eb7xn6j",1978,32000
"j6kembyydz37",1978,141048
"o5u20f5o638b",1978,7962
"l25exhu5j9i7",1978,1200
"09680u023648",1978,2042
"v3ogx04043ac",1978,1332
"98x22lv066yg",1978,4339
"hzdh918cprfw",1978,2365
"4h63685kc676",1978,10485
"b2huj5q5t28g",1978,3475
"zia82cw5bt7w",1978,2337
"x6j4wy8t8wz9",1978,1510
"6p6vc267o414",1978,5000
"4t71ww4n7586",1978,1682
"s6wmj58ce90f",1978,161
"i852if25lrtj",1978,9320
"5129ei1960x0",1978,609
"hdn85b70kf54",1978,2083
"3q01nrz9822t",1978,473
"6cpvx44vhjp0",1978,2020
"1r99jy3bf6o2",1978,378
"m51l48808xe6",1978,1061
"wxfp73368jiy",1978,4967
"5so61rjzasn2",1978,509
"8kiy959ayfa8",1978,195.882352941176
"606pev106w96",1978,290
"cdgr703l7mzw",1978,195
"x1w2518zrr85",1978,3478
"jg4xu2yj7fb1",1978,2035
"08f58395bhkj",1978,347
"ilio248tl8v3",1978,4840
"50w8a528op5f",1978,1370
"m8zf4xk6095m",1978,1123
"9216mrg2orhd",1978,330
"9dn36ky54w8k",1978,1342
"b0986hc4vyy0",1978,1292
"8d50vfn08hi0",1978,130
"m98hr8mmn2p3",1978,430
"76iy0v2rg8i8",1978,2200
"5ryc6k02kkg6",1978,118
"tst584cfwi14",1978,239
"47k779797v3p",1978,283
"00zcgv6jrcky",1978,4000.54054054054
"3422k4623g46",1978,1082
"6zj9591uj3nz",1978,871
"7t50qpx10e9r",1978,145
"e6e13fq529cr",1978,8272.46666666667
"1159650094c4",1978,349
"7q9yysibwb36",1978,242
"1h654omg67r3",1978,461
"wzp930i54o8h",1978,300
"a59y7028phh1",1978,2169
"03yd0j2b7130",1978,130
"29bw7237el28",1978,3054
"08mjw6fx2qqi",1978,591
"93u9od2a9syk",1978,2600
"9fbl7x679697",1978,6700
"27xww2xh0yzp",1978,6999.14285714286
"ji4hk9m4hj2d",1978,150
"j5s7l5c3743m",1978,3500
"f1x4ukdmwo7h",1978,4212
"u55ah941v1z9",1978,6994
"94740528agpu",1978,4800
"ayz065u7wo83",1978,4212
"2e0ma211p8l4",1978,1130
"08nrxyuxh3c4",1978,6031
"lksyha5v2s0o",1978,3160
"2449l04zeqli",1978,2000
"t16x09x9ol5k",1978,8700
"2u479a744o5w",1978,372
"0az2r176azy5",1978,1643
"6s0019l1h0r0",1978,1180
"1rm798tfkum2",1978,43623
"1a9rcpr6u7rr",1978,100
"isc1b9fy0945",1978,4616
"4mk7j74td073",1978,12475
"an1eo75f3ld9",1978,43
"s13td774qip8",1978,1802
"bwbku0n34v40",1978,1789
"3ny7zy5kain7",1978,9967.94117647059
"b8zl5x4j9oq1",1978,45204.8823529412
"y84xnagk0rsb",1978,596
"usbxis950lek",1978,6348
"ba529w1ib4od",1978,1966.375
"73g7hn60hr2j",1978,3764
"z113e030098b",1978,750
"s7355652kox4",1978,1065
"8v511c0fj94l",1978,2353.2
"00566d88v1pc",1978,1083
"0dsk5526gxt6",1978,1954.78571428571
"3fn5z2e5ls8g",1978,42
"ogbmv834hxyj",1978,5050
"om99m3vpsn60",1978,2197
"jbjqx1aqhipe",1978,310
"80iaejc3l928",1978,1477
"e19h205f1216",1978,105
"37784u8v714e",1978,202.125
"01509xj6j0rb",1978,32638.2222222222
"rvlv60619p7t",1978,300
"w5rxij47u420",1978,39500
"t4i772j119ku",1978,3120
"r963gzn54da1",1978,1088
"752ybm10b46r",1978,150
"k8ko3467cl48",1978,31000
"7363z2929085",1978,128858
"bdf7a0408t4y",1978,78643
"1al4hc4485nx",1978,116818.6875
"a4ucsp402h19",1978,142286.870967742
"xo6fde3ef843",1978,114665.096774194
"pe025fi0wm13",1978,138400
"74ii83d63xz0",1978,118996
"d110w042hexu",1978,100
"567a9e1mb3zt",1978,2596
"57z710a490q2",1978,31080
"44d1qumfjkcy",1978,618.347826086957
"7mpiwx2iaa95",1978,103.714285714286
"5pfq04t202r1",1978,422
"9fw2c32g32f0",1978,212
"xekycd8f4684",1978,5726
"bn02kvf55h04",1978,3800
"9vq589y3e7g2",1978,21869
"8x1z1t77473z",1978,191
"87995i9l448a",1978,4759
"y8i9fx7sr7nd",1978,150
"057jule1x010",1978,2223
"5xqe6hr66a9z",1978,16636.5
"q4ko6885wymh",1978,400
