"partition","site","year","survey_count"
"global","3o0w40vc9785",2006,40767
"global","3o0w40vc9785",1999,33219
"global","3o0w40vc9785",2014,17212
"global","3o0w40vc9785",2010,29519
"global","3r26cl9s49g7",2015,797
"global","agetn23vqa1r",1999,87385
"global","agetn23vqa1r",1975,1500
"global","agetn23vqa1r",1996,67174
"global","agetn23vqa1r",2006,81662
"global","agetn23vqa1r",2014,112727
"global","agetn23vqa1r",2010,98801
"global","5272z5h51op4",1975,1400
"global","5272z5h51op4",2006,31191
"global","5272z5h51op4",1979,3000
"global","2413jo2i3c70",1976,600
"global","2413jo2i3c70",1994,831
"global","2413jo2i3c70",2001,1262
"global","2413jo2i3c70",2010,651
"global","2413jo2i3c70",2006,1038
"global","2413jo2i3c70",2014,890
"global","18vmlu8an4j7",1987,120
"global","18vmlu8an4j7",2010,0
"global","f947fc989b73",2012,20
"global","9z52f5v1p09p",1979,5000
"global","9z52f5v1p09p",2011,50
"global","ccx8qr689jna",1977,2000
"global","ccx8qr689jna",1992,672
"global","ccx8qr689jna",1995,391
"global","ccx8qr689jna",2005,116
"global","ccx8qr689jna",2014,40
"global","8j09p5y1zim6",1995,414
"global","8j09p5y1zim6",2014,777
"global","8j09p5y1zim6",2012,678
"global","8j09p5y1zim6",1992,365
"global","y93hs16a168r",2006,70
"global","y93hs16a168r",2015,300
"global","y93hs16a168r",2012,163
"global","2r8z6vkfq469",1992,71
"global","2r8z6vkfq469",1995,1037
"global","2r8z6vkfq469",2013,92
"global","qcuqsfzii1i7",1997,339
"global","qcuqsfzii1i7",2013,47
"global","qcuqsfzii1i7",1992,172
"global","7d1q1uck4y59",1998,80
"global","7d1q1uck4y59",2013,145
"global","7d1q1uck4y59",2015,133
"global","7d1q1uck4y59",2009,6
"global","z6o19la7m862",1992,371
"global","z6o19la7m862",2005,270
"global","z6o19la7m862",2013,310
"global","z6o19la7m862",1997,35
"global","7m12qniutsl7",2005,0
"global","7m12qniutsl7",2012,5
"global","7m12qniutsl7",2002,8
"global","gj7pe7o0nfgj",2011,290
"global","i2zp1lo4dy2g",2003,1718
"global","i2zp1lo4dy2g",2014,0
"global","22eeh71v5qo4",2011,333
"global","bx6vlqgnaf7g",2012,21
"global","bx6vlqgnaf7g",2002,15
"global","83z2jw5i5n63",1994,108
"global","83z2jw5i5n63",2014,535
"global","83z2jw5i5n63",2012,87
"global","83z2jw5i5n63",2004,22
"global","o08mkhpw8257",2014,173
"global","z58l54v677pg",2002,150
"global","z58l54v677pg",2010,1014
"global","z58l54v677pg",2006,630
"global","z58l54v677pg",2014,1081
"global","06936av50vn9",1995,137
"global","06936av50vn9",2003,1628
"global","06936av50vn9",2010,1465
"global","06936av50vn9",2014,1051
"global","06936av50vn9",2001,1264
"global","7a9bx8i15b2a",1977,200
"global","7a9bx8i15b2a",2008,348
"global","7a9bx8i15b2a",1995,50
"global","7a9bx8i15b2a",2002,200
"global","7a9bx8i15b2a",1998,300
"global","b2z20xstozf4",2014,606
"global","b2z20xstozf4",1995,150
"global","whrk8elgy260",1973,500
"global","whrk8elgy260",2014,0
"global","whrk8elgy260",2009,136
"global","ji17dbb3l256",2002,5
"global","710ykuiq306y",2002,22
"global","w4hb3969ih7d",1998,8707
"global","w4hb3969ih7d",2011,12029
"global","w4hb3969ih7d",2004,12477
"global","w4hb3969ih7d",2002,13061
"global","w4hb3969ih7d",1995,717
"global","w4hb3969ih7d",2014,4441
"global","2595vl1kdl8d",2009,2537
"global","2595vl1kdl8d",2014,1015
"global","x724h75f6sq1",2011,58
"global","j8k16gm2mub9",2014,306
"global","b7mxe94hl04k",2014,328
"global","b7mxe94hl04k",2011,555
"global","h8qbxm49agtq",2014,604
"global","jqfkyi8qw795",1995,4883
"global","jqfkyi8qw795",1993,5785
"global","jqfkyi8qw795",1998,4576
"global","jqfkyi8qw795",2015,13116
"global","jqfkyi8qw795",2004,8725
"global","jqfkyi8qw795",2013,9164
"global","e6h983v53052",1990,1750
"global","e6h983v53052",1995,1189
"global","e6h983v53052",2011,3378
"global","e6h983v53052",2002,2417
"global","e6h983v53052",2015,2911
"global","e6h983v53052",2004,2057
"global","8z36bf06m30k",1995,1104
"global","8z36bf06m30k",1990,1000
"global","8z36bf06m30k",2004,3787
"global","8z36bf06m30k",2000,1966
"global","8z36bf06m30k",2013,3133
"global","8z36bf06m30k",2015,4149
"global","tih2963drg25",1995,508
"global","tih2963drg25",2005,210
"global","tih2963drg25",2011,314
"global","tih2963drg25",1992,366
"global","tih2963drg25",2000,663
"global","n226556c3g5f",2005,20
"global","n226556c3g5f",2015,90
"global","74q1lv8wssy8",2013,505
"global","74q1lv8wssy8",2004,967
"global","74q1lv8wssy8",2015,2264
"global","19k7yuy4ux2d",2012,595
"global","19k7yuy4ux2d",1976,92
"global","19k7yuy4ux2d",2002,337
"global","19k7yuy4ux2d",1995,212
"global","19k7yuy4ux2d",1998,272
"global","19k7yuy4ux2d",2005,459
"global","z82ts4v4fva7",1994,11
"global","em50ct9qzu3p",2002,32
"global","em50ct9qzu3p",2005,60
"global","em50ct9qzu3p",2015,105
"global","em50ct9qzu3p",1997,24
"global","em50ct9qzu3p",1994,22
"global","em50ct9qzu3p",2010,78
"global","0pen8h7q2000",1994,2
"global","195u77b9lw7t",1994,6
"global","pq413k5f026o",2005,4
"global","82b10a5i4rz9",2005,2
"global","82b10a5i4rz9",1994,4
"global","82b10a5i4rz9",2015,2
"global","82b10a5i4rz9",2011,2
"global","27490fpfs1d8",1994,6
"global","87hn2s9n26fx",1997,250
"global","87hn2s9n26fx",2004,346
"global","87hn2s9n26fx",2002,310
"global","87hn2s9n26fx",2015,700
"global","87hn2s9n26fx",1995,160
"global","87hn2s9n26fx",2011,600
"global","z6ywz82gee7h",2005,45
"global","z6ywz82gee7h",2015,2882
"global","z6ywz82gee7h",2006,457
"global","z6ywz82gee7h",2011,90
"global","z6ywz82gee7h",2002,111
"global","5lv91k7h1ot5",2005,84
"global","5lv91k7h1ot5",1997,45
"global","5lv91k7h1ot5",2015,162
"global","5lv91k7h1ot5",2011,146
"global","5lv91k7h1ot5",1994,49
"global","5lv91k7h1ot5",2002,61
"global","29i8t7b2iw9a",1994,5
"global","72uzn6b5445j",1994,18
"global","72uzn6b5445j",2005,36
"global","16e5t67tm979",2005,11
"global","16e5t67tm979",2015,41
"global","pm49qcxf5u72",2002,467
"global","pm49qcxf5u72",1977,180
"global","pm49qcxf5u72",2006,569
"global","pm49qcxf5u72",1997,303
"global","pm49qcxf5u72",1994,207
"global","u0bi42j669ki",2005,4
"global","u0bi42j669ki",1977,13
"global","u0bi42j669ki",2002,4
"global","u0bi42j669ki",1994,3
"global","u0bi42j669ki",2015,2
"global","u0bi42j669ki",1997,3
"global","0gd3kz8n8871",1964,2374
"global","0gd3kz8n8871",1995,8064
"global","0gd3kz8n8871",1975,7408
"global","0gd3kz8n8871",2015,17086
"global","0gd3kz8n8871",1981,7343
"global","0gd3kz8n8871",2012,16571
"global","0gd3kz8n8871",2002,10459
"global","0gd3kz8n8871",2006,12427
"global","0gd3kz8n8871",1998,8869
"global","kxd2y018z3qa",1994,22
"global","13oq1g7i2809",2005,29
"global","13oq1g7i2809",2015,57
"global","8q6j1cxgmmhv",2005,11
"global","h8393etpu2et",2010,481
"global","h8393etpu2et",2006,0
"global","h8393etpu2et",2015,621
"global","h8393etpu2et",1997,66
"global","h8393etpu2et",1994,26
"global","13sknyi2o1g1",1994,8
"global","puybv7t4brp2",1994,6
"global","9nk8f9un3hpa",2005,455
"global","9nk8f9un3hpa",1998,282
"global","9nk8f9un3hpa",2015,1006
"global","9nk8f9un3hpa",1995,250
"global","9nk8f9un3hpa",2002,318
"global","9nk8f9un3hpa",2011,800
"global","4bz1t8ph45p1",1994,5
"global","av8rx9322vkp",2002,59
"global","av8rx9322vkp",1994,13
"global","av8rx9322vkp",2005,72
"global","3321s6t0t6h7",2006,54
"global","3321s6t0t6h7",1997,8
"global","3321s6t0t6h7",2015,9
"global","3321s6t0t6h7",2002,27
"global","3321s6t0t6h7",2011,203
"global","3321s6t0t6h7",2010,73
"global","2kxpq81rx392",2006,71
"global","2kxpq81rx392",2009,222
"global","2kxpq81rx392",2002,100
"global","2kxpq81rx392",1997,28
"global","c79g5122qz6d",2014,347
"global","cgc1199214of",2005,110
"global","cgc1199214of",1998,48
"global","cgc1199214of",2012,171
"global","cgc1199214of",2002,30
"global","cnrojdj6a297",2015,64
"global","594py9vi042b",2009,115
"global","0r061va225jz",1994,3
"global","4gi06j31l64x",2002,28
"global","4gi06j31l64x",2015,90
"global","4gi06j31l64x",2005,37
"global","4gi06j31l64x",1994,12
"global","4gi06j31l64x",1997,25
"global","g6ex25efroem",1994,6
"global","lz2v28398yma",1974,20
"global","94obt64qk449",2011,44
"global","94obt64qk449",2015,57
"global","94obt64qk449",1994,17
"global","94obt64qk449",2005,30
"global","am434obdn776",1994,6
"global","6262bo8j6v54",2005,85
"global","w104i20wq078",1994,8
"global","lcf2i1a467h1",1994,5
"global","f11eg10069q5",1994,6
"global","7k24i0i02aj9",1994,14
"global","7k24i0i02aj9",2006,77
"global","7k24i0i02aj9",2002,23
"global","7k24i0i02aj9",1997,42
"global","laxq764ifh5x",1994,56
"global","4qbv94adg57y",1994,75
"global","4qbv94adg57y",1997,87
"global","4qbv94adg57y",2005,140
"global","4qbv94adg57y",2015,240
"global","4qbv94adg57y",2002,142
"global","8p2e31d5ti99",1997,20
"global","8p2e31d5ti99",2005,55
"global","8p2e31d5ti99",2002,33
"global","01u6jbked65h",1994,3
"global","4q28o97qx290",1994,5
"global","f3zj9wb4p22e",1995,6
"global","20p2w5kv6o62",1994,9
"global","a8l1wx0qgm31",1993,51
"global","a8l1wx0qgm31",2002,757
"global","a8l1wx0qgm31",1977,10
"global","a8l1wx0qgm31",1997,311
"global","a8l1wx0qgm31",2006,857
"global","jtmy17c8p418",2002,56
"global","jtmy17c8p418",2005,85
"global","o50y4d2292qr",2005,61
"global","o50y4d2292qr",1994,22
"global","vsgeciujoe8x",2005,60
"global","vsgeciujoe8x",1994,18
"global","vsgeciujoe8x",2015,105
"global","vsgeciujoe8x",2002,39
"global","vsgeciujoe8x",2012,215
"global","5jy2rup4z439",1994,4
"global","94q86g6446gx",2005,167
"global","94q86g6446gx",2012,215
"global","94q86g6446gx",2002,140
"global","94q86g6446gx",1997,115
"global","94q86g6446gx",2015,220
"global","94q86g6446gx",1995,90
"global","36piy3i72j81",1994,17
"global","v6v63jo2z0ud",1995,18
"global","8k9891awc72j",1994,9
"global","0ds0lht2250l",2002,372
"global","0ds0lht2250l",1997,322
"global","0ds0lht2250l",2006,712
"global","0ds0lht2250l",1977,65
"global","0ds0lht2250l",1994,187
"global","2g332yg5700d",1994,10
"global","04uos6mzb0r2",1994,2
"global","cfeylly1z62s",1997,134
"global","cfeylly1z62s",2006,163
"global","cfeylly1z62s",2002,88
"global","cfeylly1z62s",1994,117
"global","a7uahoct9h43",2005,61
"global","a7uahoct9h43",2002,59
"global","a7uahoct9h43",1995,45
"global","7ba3eqnn2v3a",1994,3
"global","0n85e3d7k7w9",2005,100
"global","0n85e3d7k7w9",2002,67
"global","0n85e3d7k7w9",1995,51
"global","5d44kynnj0fw",1994,4
"global","oeb782tr5994",1989,9
"global","oeb782tr5994",2002,20
"global","oeb782tr5994",2011,19
"global","oeb782tr5994",1998,20
"global","oeb782tr5994",2015,25
"global","oeb782tr5994",2005,13
"global","2918q0y784p9",2005,3
"global","2918q0y784p9",2012,3
"global","2918q0y784p9",1993,2
"global","h8c5w8bdb5me",1998,19
"global","h8c5w8bdb5me",2002,19
"global","h8c5w8bdb5me",1989,9
"global","h8c5w8bdb5me",2015,14
"global","h8c5w8bdb5me",2011,13
"global","h8c5w8bdb5me",2005,15
"global","71n40t4338uy",2015,45
"global","71n40t4338uy",2008,136
"global","71n40t4338uy",1991,100
"global","71n40t4338uy",1999,76
"global","35a947ny23om",2008,107
"global","35a947ny23om",1991,98
"global","me72dsz3yas3",1996,48
"global","me72dsz3yas3",1991,31
"global","me72dsz3yas3",2003,45
"global","l36y8o36xjnc",1994,469
"global","l36y8o36xjnc",1999,128
"global","z02s32k3vavm",1993,3
"global","30gsv6z1k661",1979,4500
"global","30gsv6z1k661",1997,4482
"global","30gsv6z1k661",1991,5927
"global","30gsv6z1k661",2004,6306
"global","30gsv6z1k661",2015,4813
"global","30gsv6z1k661",2001,2194
"global","30gsv6z1k661",2011,2280
"global","7z1l28oxuj8z",2011,23
"global","7z1l28oxuj8z",1997,0
"global","7z1l28oxuj8z",2004,401
"global","ziw8v413k6e0",1991,19
"global","ll0s4tlgy5su",1991,15
"global","1039kcyyo8c9",1991,328
"global","1039kcyyo8c9",1996,232
"global","1039kcyyo8c9",2003,1477
"global","1039kcyyo8c9",2015,1126
"global","575n3opv96w5",2012,9
"global","575n3opv96w5",1994,54
"global","575n3opv96w5",2015,54
"global","2xvi5111t0w2",1991,40
"global","2xvi5111t0w2",1996,150
"global","867i1a4yc4m2",2015,0
"global","867i1a4yc4m2",2005,0
"global","867i1a4yc4m2",1994,110
"global","867i1a4yc4m2",2012,0
"global","zsyfeyxcpy3x",2012,70
"global","zsyfeyxcpy3x",1996,763
"global","zsyfeyxcpy3x",2004,349
"global","zsyfeyxcpy3x",1994,299
"global","zsyfeyxcpy3x",2001,114
"global","c8un2o4f0mr4",2004,195
"global","c8un2o4f0mr4",1991,125
"global","c8un2o4f0mr4",2011,0
"global","c8un2o4f0mr4",1997,0
"global","m8ymj8821v82",2002,975
"global","m8ymj8821v82",1993,666
"global","m8ymj8821v82",1996,892
"global","m8ymj8821v82",2012,505
"global","5aa3ak095m90",2006,306
"global","5aa3ak095m90",2008,31
"global","5aa3ak095m90",1991,19
"global","vg64dj2cyb1d",2011,109
"global","vg64dj2cyb1d",2003,156
"global","vg64dj2cyb1d",2001,156
"global","51lv747zly3t",1997,0
"global","51lv747zly3t",2011,824
"global","51lv747zly3t",2004,55
"global","5tv313927b55",2000,2435
"global","5tv313927b55",2004,181
"global","5tv313927b55",1997,124
"global","5tv313927b55",1991,2538
"global","5tv313927b55",2011,422
"global","34dkc32t2q0e",2003,968
"global","34dkc32t2q0e",1994,459
"global","34dkc32t2q0e",2004,503
"global","34dkc32t2q0e",2012,1427
"global","34dkc32t2q0e",1999,919
"global","34dkc32t2q0e",2001,189
"global","34dkc32t2q0e",1996,102
"global","4eso4x6f89q9",1996,305
"global","4eso4x6f89q9",2004,1011
"global","4eso4x6f89q9",2001,1121
"global","4eso4x6f89q9",2012,823
"global","4eso4x6f89q9",1991,624
"global","1127ox8ju84t",2000,216
"global","1127ox8ju84t",2004,127
"global","1127ox8ju84t",2011,0
"global","8v6ycdlbr4ku",2011,0
"global","8v6ycdlbr4ku",2004,210
"global","7u0iz8wy3gss",2003,3235
"global","7u0iz8wy3gss",2012,2214
"global","7u0iz8wy3gss",1996,3033
"global","7u0iz8wy3gss",1979,7360
"global","7u0iz8wy3gss",2001,3750
"global","7u0iz8wy3gss",1993,2100
"global","7u0iz8wy3gss",2015,4673
"global","8yxm7s17wxkk",1991,88
"global","8yxm7s17wxkk",1998,45
"global","8yxm7s17wxkk",2003,65
"global","ixjr1z081k8v",1994,131
"global","ixjr1z081k8v",2012,0
"global","ixjr1z081k8v",1996,818
"global","n34ot047ep69",1991,7
"global","n34ot047ep69",2008,1
"global","q3y260fxdjzz",1991,1673
"global","q3y260fxdjzz",2004,0
"global","q3y260fxdjzz",2011,0
"global","q3y260fxdjzz",1997,374
"global","w619qt4k33oo",1991,1187
"global","w619qt4k33oo",1996,250
"global","w619qt4k33oo",2005,385
"global","w619qt4k33oo",2015,48
"global","3yz30y70h5pg",1994,7197
"global","3yz30y70h5pg",1979,22800
"global","3yz30y70h5pg",2013,133
"global","3yz30y70h5pg",1996,7942
"global","3yz30y70h5pg",2002,4459
"global","3yz30y70h5pg",2015,3302
"global","06v0789lb2zy",2016,100
"global","06v0789lb2zy",2012,2183
"global","06v0789lb2zy",2003,0
"global","b76o314da81e",1991,322
"global","b76o314da81e",1996,520
"global","b76o314da81e",2014,21
"global","v0863o230272",1994,1850
"global","v0863o230272",1996,2435
"global","v0863o230272",2009,0
"global","v0863o230272",1999,897
"global","bv32j106e132",2006,431
"global","bv32j106e132",2001,836
"global","bv32j106e132",2014,86
"global","bv32j106e132",1997,1189
"global","ve8cnx28e99c",2001,53
"global","54v1i67x13ce",1996,70
"global","4vnl38lwrzy7",2014,278
"global","4vnl38lwrzy7",2001,1219
"global","4vnl38lwrzy7",1997,1292
"global","4vnl38lwrzy7",1993,1113
"global","4vnl38lwrzy7",2006,971
"global","4i0wn3v539cb",2014,3303
"global","4i0wn3v539cb",2001,580
"global","4i0wn3v539cb",2010,5048
"global","8ua83gx55005",1996,27
"global","8ua83gx55005",2001,28
"global","xf421u476j87",1997,1883
"global","xf421u476j87",1993,1738
"global","xf421u476j87",2001,1977
"global","xf421u476j87",1978,3000
"global","xf421u476j87",2014,1200
"global","xf421u476j87",2006,4231
"global","fm7797i3ugfr",1997,3626
"global","fm7797i3ugfr",2014,747
"global","fm7797i3ugfr",2006,3071
"global","fm7797i3ugfr",1993,2508
"global","fm7797i3ugfr",1976,1000
"global","fm7797i3ugfr",2001,5011
"global","15ur2949hpuc",1995,2107
"global","f04ycvd2n0an",2001,336
"global","f04ycvd2n0an",2014,153
"global","f04ycvd2n0an",1995,200
"global","2aa51to25700",2014,308
"global","52ful2qqv3kx",1975,5159
"global","52ful2qqv3kx",1996,3741
"global","52ful2qqv3kx",2014,11120
"global","52ful2qqv3kx",2001,4987
"global","52ful2qqv3kx",1995,4625
"global","52ful2qqv3kx",2013,10151
"global","ikxq10dhr67m",2014,165
"global","o6j1n23p5p48",2001,100
"global","o6j1n23p5p48",1995,100
"global","o6j1n23p5p48",1993,100
"global","s2s15zqtwrqm",2001,3
"global","73d8o701mgs2",1979,15564
"global","73d8o701mgs2",1977,12169
"global","73d8o701mgs2",1994,31576
"global","73d8o701mgs2",2014,45846
"global","73d8o701mgs2",2001,44492
"global","73d8o701mgs2",2007,34322
"global","73d8o701mgs2",1997,31613
"global","x9ga4kn0a3s6",2006,3715
"global","x9ga4kn0a3s6",2014,411
"global","x9ga4kn0a3s6",1997,2293
"global","x9ga4kn0a3s6",2001,2373
"global","wnpb51toxs9g",2001,100
"global","3889glg81t5x",2001,33
"global","3889glg81t5x",2014,0
"global","xe49rl7596a6",1996,101
"global","xe49rl7596a6",2014,332
"global","xe49rl7596a6",2013,128
"global","xe49rl7596a6",2001,0
"global","asqcbonw3z44",2001,5
"global","asqcbonw3z44",2013,0
"global","asqcbonw3z44",2014,0
"global","0xedxp7l677i",2013,272
"global","0xedxp7l677i",2001,116
"global","i56l39f71b7h",2001,10
"global","48det8im56mc",2014,20
"global","8k3u86m4m9c1",1994,689
"global","8k3u86m4m9c1",2007,833
"global","8k3u86m4m9c1",2001,64
"global","8k3u86m4m9c1",2014,2201
"global","m131y1qve71n",1997,4017
"global","m131y1qve71n",1994,4451
"global","m131y1qve71n",2014,4843
"global","m131y1qve71n",2007,1829
"global","m131y1qve71n",2001,4201
"global","w6m73b21osk7",1996,33
"global","lt5x10awa313",2006,1925
"global","lt5x10awa313",1993,1893
"global","lt5x10awa313",1977,443
"global","lt5x10awa313",2014,669
"global","lt5x10awa313",2001,1716
"global","lt5x10awa313",1976,428
"global","lt5x10awa313",1997,2206
"global","7874kp20371y",2001,13
"global","7874kp20371y",2014,0
"global","7874kp20371y",1997,120
"global","7s6y9vo12y08",2014,0
"global","7s6y9vo12y08",2001,228
"global","pqxok33tl0da",2001,553
"global","pqxok33tl0da",1997,650
"global","pqxok33tl0da",2014,1101
"global","pqxok33tl0da",1994,706
"global","pqxok33tl0da",2007,2781
"global","c1un7n81k1gf",2006,192
"global","c1un7n81k1gf",2001,791
"global","c1un7n81k1gf",1997,861
"global","c1un7n81k1gf",2014,0
"global","95784l678bx5",2014,54
"global","i86cj07b52jj",2001,150
"global","i86cj07b52jj",2014,30
"global","4vs8x9dg3a93",2014,8200
"global","e8g242102837",2013,1538
"global","e8g242102837",2001,535
"global","e8g242102837",1996,700
"global","e8g242102837",2003,527
"global","e8g242102837",2014,1585
"global","xg4f980xypcr",2013,35
"global","1b0v07387p6c",2001,82
"global","1b0v07387p6c",2010,304
"global","8wa8yt9sphdo",2001,60
"global","oixvsmz11357",2006,488
"global","oixvsmz11357",2014,16
"global","oixvsmz11357",1997,36
"global","oixvsmz11357",1993,70
"global","oixvsmz11357",2001,33
"global","3wrphca2793v",2001,0
"global","3wrphca2793v",1995,60
"global","3wrphca2793v",1993,60
"global","3wrphca2793v",2014,212
"global","3wrphca2793v",2010,0
"global","3wrphca2793v",1979,150
"global","wv5f4py2z507",1976,200
